Name,Category,Rating,Address,Post Code,Phone Number,Website,Image
Kumon Maths & English,Educational Services,No Rating,"78 Victoria St,  Birmingham",B9 5AB,0121 231 2705 ,kumon.co.uk/Small-Heath/,"https://c.yell.com/t_bigRect,f_auto/a5e18ba7-e041-46e4-b144-2c2e1a3f7636_image_jpeg.jpg"
The Rosary Catholic Primary School,Schools and Colleges,No Rating,"Bridge Rd,  Birmingham",B8 3SF,0121 464 4519 ,rosaryrc.bham.sch.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Christ Church Cofe Controlled Primary School&nursery,Schools and Colleges,No Rating,"Claremont Rd,  Birmingham",B11 1LF,0121 675 5121 ,christch.bham.sch.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
City Technical College,Schools and Colleges,3.0(1 Rating),"300 Bordesley Green,  Birmingham",B9 5NA,0121 204 0801 ,citycol.ac.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Baby Gems Playhouse,Playgroups and Pre-School,No Rating,"within St. Johns Day Centre, Darnley Rd,  Birmingham",B16 8TF,07949 106798 ,babygemsplayhouse.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
HB Tutors,Educational Services,No Rating, ,,07586 670070 ,hbtutors.com/,"https://c.yell.com/t_bigRect,f_auto/f696ac2b-9b4e-46f6-a541-035d51792c75_image_jpeg.jpg"
Highfield Nursery School,Nursery Schools,No Rating,"Highfield Rd,  Birmingham",B8 3QU,0121 675 4617 ,hifieldn.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Highfield Nursery School,Nursery Schools,No Rating,"Highfield Road,  BIRMINGHAM",B8 3QU,0121 675 4617 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
A-Z English Tuition Centre,Tutoring,5.0(1 Rating),"Kidhmat Centre, 2a, Heather Rd,  Birmingham",B10 9TE,07394 144631 ,,"https://c.yell.com/t_bigRect,f_auto/bf6cc5ea-2e81-4f35-9cd4-cc9dd5bafff2_image_png.png"
Nechells Junior Academy,Schools and Colleges,No Rating,"Elliot St,  Birmingham",B7 5LB,0121 464 2102 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
The College for International Citizenship CIC,Schools and Colleges,No Rating,"1 Belgrave Rd,  Birmingham",B12 9FF,0121 446 2206 ,cfic.org.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
RYAN Education Academy,Schools and Colleges,No Rating,"Sparkbrook,  BIRMINGHAM",B11 1LF,0121 675 8885 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Marlborough Junior School,Primary Schools,No Rating,"Green Lane,  BIRMINGHAM",B10 9NY,0121 464 7933 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Holy Trinity Catholic School,Schools and Colleges,No Rating,"Oakley Rd,  Birmingham",B10 0AX,0121 772 0184 ,holytrc.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
School of Jewellery,Educational Services,No Rating,"82-86 Victoria St,  Birmingham",B1 3PA,0121 331 5940 ,schoolofjewellery.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Salafi Independent School,Independent Schools and Colleges,No Rating,"472 Coventry Rd,  Birmingham",B10 0UG,0121 772 4567 ,greenfieldsprimary.school,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Greenfields Primary School,Independent Schools and Colleges,No Rating,"472 Coventry Rd,  Birmingham",B10 9SN,0121 772 4567 ,greenfieldsprimary.school,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Priority Area Play Group,Playgroups and Pre-School,No Rating,"117 Pershore Rd,  Birmingham",B5 7NX,0121 440 1320 ,priorityareaplaygroups.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Hallfield School,Independent Schools and Colleges,No Rating,"Church Rd,  Birmingham",B15 3SJ,0121 454 1496 ,hallfieldschool.co.uk,"https://c.yell.com/t_bigRect,f_auto/869367cd-3a79-4908-831f-a15271ed66f4_image_jpeg.jpg"
Pass with Flying Colours,Tutoring,5.0(3 Ratings),"551 Stratford Rd,  Birmingham",B11 4LP,07903 501618 ,pwflyingcolours.co.uk/,"https://c.yell.com/t_bigRect,f_auto/561ffe1e-7dba-45d6-9aae-e0c06f3e5bcd_image_jpeg.jpg"
Gin Britannia Ltd,Educational Services,No Rating,"20 Highfield Rd,  Birmingham",B15 3DU,07772 423302 ,ginbritannia.com/,"https://c.yell.com/t_bigRect,f_auto/1b283f49-aec3-4853-bbc6-01ece5b7cbda_image_jpeg.jpg"
Sote Birmingham,Drama Schools,5.0(1 Rating),"132 Alcester Road,  Birmingham",B13 8EE,07739 904318 ,,"https://c.yell.com/t_bigRect,f_auto/7a962147-bc09-4b80-afb7-6c742b9ab9e5_image_jpeg.jpg"
Marlborough Junior School,Schools and Colleges,No Rating,"Green Lane,  Birmingham",B10 9NY,0121 464 7933 ,mjs.bham.sch.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Welford Primary School,Schools and Colleges,No Rating,"Welford Rd,  Birmingham",B20 2BL,0121 464 9228 ,welford.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Brainology Tuition Centre,Tutoring,No Rating,"Golden Hillock Rd,  Birmingham",B11 2QG,0121 7941878 ,mybrainology.com,"https://c.yell.com/t_bigRect,f_auto/fe5fcd36-4533-402b-b539-66ff4cf8764a_image_png.png"
Nishkam Nursery,Nursery Schools,1.0(1 Rating),"1 Soho Rd,  Birmingham",B21 9SN,0121 515 3665 ,nishkamnursery.org.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Childminder,Childminders and Creches,5.0(1 Rating),"163 Heather Rd,  Birmingham",B10 9TD,07878 985438 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Mander Portman Woodward Independent College,Independent Schools and Colleges,2.0(1 Rating),"17-18 Greenfield Crescent,  Birmingham",B15 3AU,0121 454 9637 ,mpw.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Dissertation Homewrok,Educational Services,No Rating,"61 Estria Rd,  Birmingham",B15 2LG,020 3289 7770 ,dissertationhomework.com/,"https://c.yell.com/t_bigSquare,f_auto/1d812a19-9658-4679-86c8-06b7efd3d289_image_jpeg.jpg"
The Oratory Roman Catholic Primary School,Schools and Colleges,No Rating,"Oliver Rd,  Birmingham",B16 9ER,0121 454 0600 ,oratory.bham.sch.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Highfield Junior & Infant School,Schools and Colleges,No Rating,"Highfield Rd,  Birmingham",B8 3QF,0121 675 0798 ,hifieldn.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Heath Mount Primary School,Schools and Colleges,No Rating,"Knutsford St,  Birmingham",B12 9SR,0121 464 1691 ,heathmountprimary.co.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
AAA Tuition,Tutoring,No Rating,"38 Wellington Rd,  Birmingham",B15 2ES,0121 440 8778 ,aaatuition.com,"https://c.yell.com/t_bigRect,f_auto/d0bed470-548c-4c4b-a515-ff2a798db1f0_image_jpeg.jpg"
St Michael's Cofe Primary Academy Handsworth,Schools and Colleges,No Rating,"Piers Rd,  Birmingham",B21 0UX,0121 554 7818 ,stmich21.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Gracelands Nursery School,Nursery Schools,No Rating,"Grace Rd,  Birmingham",B11 1ED,0121 772 3124 ,grclands.bham.sch.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
