Name,Category,Rating,Address,Post Code,Phone Number,Website,Image
The Card Shop,Greeting Card Shops,No Rating,"7 Priory Walk, Eastside,  BIRMINGHAM",B4 7LJ,,,"https://c.yell.com/t_bigSquare,f_auto/30f8e2ab-1b63-4d1c-9faf-14bf411a64e4_image_jpeg.jpg"
Sainsbury's Local,Grocers and Convenience Stores,No Rating,"30 The Priory Queensway,  BIRMINGHAM",B4 6BS,0121 212 9535 ,sainsburys.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Peter Forson Hat Shop,Hat Shops and Milliners,No Rating,"17 Great Western Arcade,  Birmingham",B2 5HU,0121 212 3086 ,peterforson.com,"https://c.yell.com/t_bigSquare,f_auto/f7bee18f-d77f-4cd2-9356-1dbba7c44377_image_jpeg.jpg"
Romantic Dreams,Bridal Shops,4.4(7 Ratings),"29 Caroline St,  Birmingham",B3 1UQ,0121 236 4970 ,romanticdreams.co.uk,"https://c.yell.com/t_bigRect,f_auto/9599f36b-f0ad-4bed-a9df-3197f64a2a66_image_jpeg.jpg"
British Heart Foundation Furniture & Electrical,Secondhand Furniture,No Rating,"98 Corporation St,  Birmingham",B4 6SX,0121 222 1350 ,bhf.org.uk/about-us/find-bhf-near-you/birmingham-furniture-electrical-store,"https://c.yell.com/t_bigRect,f_auto/18de8efa-5715-423d-a311-3d9b254b1e8f_image_png.png"
All Saints,Men's Clothes,5.0(1 Rating),"Upper Mall East Bullring,  Birmingham",B5 4BF,0121 632 3850 ,allsaints.com,"https://c.yell.com/t_bigSquare,f_auto/af14a855-560c-4e94-b1d2-82460c1b8534_image_jpeg.jpg"
Shop on Time Ltd,Fashion Accessories,5.0(1 Rating),"Unit 1, Lawford House, Lawford Close,  Birmingham",B7 4HJ,0121 293 6732 ,shopontime.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
schuh,Shoe Shops,4.0(1 Rating),"Bullring Shopping Centre, Lower Level Unit 309,  Birmingham",B5 4BA,0121 667 3962 ,schuh.co.uk/stores/birmingham-bullring/,"https://c.yell.com/t_bigRect,f_auto/3e3cb196-ab3d-4c64-8883-80ab7bd2a7c1_image_png.png"
Card Factory,Greeting Card Shops,4.0(1 Rating),"85 High St,  Birmingham",B4 7TE,0121 634 3562 ,cardfactory.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Mr Simms Olde Sweet Shoppe,Confectionery,No Rating,"34 Great Western Arcade Colmore Row,  Birmingham",B2 5HU,07852 180257 ,mrsimmsoldesweetshoppe.co.uk,"https://c.yell.com/t_bigSquare,f_auto/73c1a8b4-d949-49b7-a9ad-ea1c60cfb0e0_image_jpeg.jpg"
Shoe Zone,Shoe Shops,No Rating,"7-8 Bull St Priory Square,  Birmingham",B4 7LB,0121 233 1243 ,shoezone.com,"https://c.yell.com/t_bigSquare,f_auto/413537a0-5f35-404d-82f4-78fb3fb93a7a_image_jpeg.jpg"
Powerful Hand,New Age and Ethnic Shops,No Rating,"11 Dalton Way, Eastside,  BIRMINGHAM",B4 7LD,,powerfulhand.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Sainsbury's Local,Supermarkets,No Rating,"16-20 Colmore Row,  Birmingham",B3 2QD,0121 236 5865 ,sainsburys.co.uk,"https://c.yell.com/t_bigSquare,f_auto/58ff926a-e4b4-454c-adfd-233d9d5008a1_image_jpeg.jpg"
Wedding Quarter,Bridal Shops,4.6(9 Ratings),"Unit 5 Spencer St, Jewellery Quarter,  Birmingham",B18 6DD,0845 519 6128 ,weddingqtr.co.uk,"https://c.yell.com/t_bigRect,f_auto/1ef3b908-27df-4b2f-8941-e098faf5bb52_image_jpeg.jpg"
ONU,Department Stores,5.0(1 Rating),"3 Stephenson St,  Birmingham",B2 4BL,0121 643 3434 ,onudesignerwear.com,"https://c.yell.com/t_bigSquare,f_auto/70d05d0c-5bb0-486b-bb40-1a66bcab0368_image_jpeg.jpg"
New Look,Clothing Manufacturers and Wholesalers,4.0(1 Rating),"MSU2 The Bull Ring,  Birmingham",B5 4BA,0121 654 9200 ,newlook.com/uk/store/Birmingham-Bull-Ring-Birmingham-GB-1710,"https://c.yell.com/t_bigRect,f_auto/dd5ac332-0a6a-49ac-8bb4-ac7326c71f12_image_jpeg.jpg"
Feathers,Bridal Shops,No Rating,"Great Western Arcade,  Birmingham",B2 5HU,0121 233 0279 ,feathersbridal.co.uk/,"https://c.yell.com/t_bigRect,f_auto/398f265d-e67f-4c11-aba9-e497eb647da1_image_jpeg.jpg"
Crockett & Jones,Shoe Shops,No Rating,"25 Colmore Row,  Birmingham",B3 2BS,0121 233 3942 ,crockettandjones.co.uk,"https://c.yell.com/t_bigSquare,f_auto/238ecbd4-1530-4c5c-83c7-fe12d71b2b69_image_jpeg.jpg"
Deichmann Shoes UK Ltd,Shoe Shops,No Rating,"63 High St,  Birmingham",B4 7TA,0121 236 7306 ,deichmann.com,"https://c.yell.com/t_bigSquare,f_auto/011346d9-9582-4e38-8d4c-08c9d51440bb_image_jpeg.jpg"
Jeff Bains,Shoe Shops,No Rating,"99 Corporation St,  Birmingham",B2 4UG,07973 733351 ,jeffbains.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
www.halfprice-Beds.co.uk,Bed Shops,No Rating,"61 Curzon St,  Birmingham",B4 7XG,07903 337572 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Card Factory,Greeting Card Shops,4.0(1 Rating),"Level 7, Upper Mall East, Bullring,  Birmingham",B5 4BF,0121 643 5151 ,cardfactory.co.uk,"https://c.yell.com/t_bigSquare,f_auto/4f52baa6-8143-4d2f-9a0a-5801de2fd43c_image_jpeg.jpg"
Sims,Shoe Shops,No Rating,"Temple Row,  BIRMINGHAM",B2 5HU,,,"https://c.yell.com/t_bigSquare,f_auto/160ded8d-a56a-42e4-91dd-3e6e13d2805c_image_jpeg.jpg"
Topman,Clothing Manufacturers and Wholesalers,No Rating,"within Topshop, Unit Msu2b, New Bull Ring Centre,  Birmingham",B5 4BF,0121 643 0348 ,stores.topman.com/birmingham/unit-msu2b,"https://c.yell.com/t_bigRect,f_auto/3d254a45-fbbb-4eb2-89de-a37eb7381528_image_jpeg.jpg"
Liquor Store,Specialist Clothes Shops,No Rating,"30 Great Western Arcade,  Birmingham",B2 5HU,0121 236 5830 ,liquorstoreclothing.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
The Whisky Shop,"Wine, Beer, Spirit and Cider Suppliers",No Rating,"35 Great Western Arcade,  Birmingham",B2 5HU,0121 212 1815 ,whiskyshop.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Loake Shoemakers,Shoe Shops,No Rating,"5 Grand Hotel, 31, Colmore Row,  Birmingham",B3 2BS,0121 233 9656 ,loake.co.uk,"https://c.yell.com/t_bigSquare,f_auto/817418f3-cfca-49aa-b9e4-077aa338922f_image_jpeg.jpg"
Raid Shoes,Shoe Shops,No Rating,"Hospital St,  Birmingham",B19 3PY,0121 233 3738 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Millets,Camping Equipment,No Rating,"35 Union St,  Birmingham",B2 4SR,0121 227 1996 ,millets.co.uk/,"https://c.yell.com/t_bigRect,f_auto/decc8372-4502-42a8-8b20-a72685b7775f_image_jpeg.jpg"
The Perfume Shop,Cosmetics and Toiletries,No Rating,"Superdrug Victoria House,  Birmingham",B2 4SW,0121 643 1961 ,theperfumeshop.com,"https://c.yell.com/t_bigSquare,f_auto/0b400e43-4a86-40b1-8a4b-55a95c4dd151_image_jpeg.jpg"
David's Bridal,Bridal Shops,No Rating,"47 Cannon St, St. Phillips Point,  Birmingham",B2 5EF,0121 643 3161 ,davidsbridal.co.uk/,"https://c.yell.com/t_bigRect,f_auto/d8f04af6-f71a-4c00-9395-cdf4609f9295_image_jpeg.jpg"
M&S Birmingham New Street Rail,Department Stores,4.0(1 Rating),"Unit 9 New St Station,  Birmingham",B2 4ND,0121 643 5471 ,marksandspencer.com/MSStoreDetailsView,"https://c.yell.com/t_bigRect,f_auto/eee1191c-e728-4663-8f69-6ba3ee60ec3d_image_jpeg.jpg"
Berketex Bride,Bridal Shops,2.7(9 Ratings),"22 Cannon St,  Birmingham",B2 5EN,0121 643 8900 ,facebook.com/berketexbrideuk/,"https://c.yell.com/t_bigSquare,f_auto/9acf59fc-9204-455e-a88c-943a62fde2a5_image_jpeg.jpg"
Europa Fashions,Clothing Manufacturers and Wholesalers,3.0(2 Ratings),"93 Buckingham St,  Birmingham",B19 3JB,07802 711410 ,europafashions.co.uk/,"https://c.yell.com/t_bigRect,f_auto/84255166-935c-4c63-a95f-eaffa1411907_image_jpeg.jpg"
Levi Strauss (UK) Ltd,Specialist Clothes Shops,No Rating,"39-40 High St,  Birmingham",B4 7SL,0121 633 4804 ,levi.com,"https://c.yell.com/t_bigSquare,f_auto/9695bcd2-5726-447b-86dd-27ad6e7a7e64_image_jpeg.jpg"
Pazaib Boutique,School Uniform Shops,No Rating,"3 Charlton Place Back, 72, Alum Rock Rd,  Birmingham",B8 1HZ,0121 326 7411 ,,"https://c.yell.com/t_bigSquare,f_auto/90e4d82d-17b4-44c4-9d03-14b1b88ad890_image_jpeg.jpg"
Fragrance Shop,Cosmetics and Toiletries,No Rating,"74 High St,  Birmingham",B4 7TD,0121 634 3351 ,thefragranceshop.co.uk,"https://c.yell.com/t_bigSquare,f_auto/5463a40b-a871-41d7-a9bf-958e7f2e4a62_image_jpeg.jpg"
John Lewis & Partners,Department Stores,4.0(1 Rating),"2 Station St,  Birmingham",B2 4AU,0121 634 6000 ,johnlewis.com/our-shops/birmingham/,"https://c.yell.com/t_bigRect,f_auto/6f03d234-5a1f-4040-bfa6-7eb9c18c1609_image_jpeg.jpg"
Big Save Stores,Shoe Shops,No Rating,"35- 37, Carrs Lane,  Birmingham",B4 7SX,0121 643 2488 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Bentleys,Greeting Card Shops,No Rating,"Temple Row,  BIRMINGHAM",B2 5HU,0121 236 8002 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Jeff Bains,Shoe Shops,No Rating,"Bullring Link, Digbeth,  BIRMINGHAM",B5 4BU,0121 439 7428 ,jeffbains.com,"https://c.yell.com/t_bigSquare,f_auto/6420d70e-1b67-4062-836d-e6842bf93631_image_jpeg.jpg"
Foot Locker,Shoe Shops,No Rating,"Shopping Centre Bull Ring, Unit SU 308,  Birmingham",B5 4BA,0121 634 5190 ,stores.footlocker.co.uk/en/birmingham/shopping-center-bull-ring-unit-su-308.html,"https://c.yell.com/t_bigRect,f_auto/89517d2d-7f5f-460b-9eb1-8ffcab0f0c0c_image_png.png"
Riki Dalal,Bridal Shops,No Rating,"Unit 10, Caxton Gate, Cannon St,  Birmingham",B2 5EP,0121 238 3710 ,rikidalal.com,"https://c.yell.com/t_bigSquare,f_auto/fe8ba982-5946-47d3-8c5e-c9ea18116384_image_jpeg.jpg"
Footasylum,Shoe Shops,No Rating,"86 High Street, Eastside,  BIRMINGHAM",B4 7TE,0121 600 5090 ,footasylum.com,"https://c.yell.com/t_bigSquare,f_auto/ce3d51e5-c047-41a9-a510-3fbe020ace36_image_jpeg.jpg"
Footasylum,Shoe Shops,No Rating,"86 High Street, Eastside,  BIRMINGHAM",B4 7TA,,footasylum.com,"https://c.yell.com/t_bigSquare,f_auto/414438d0-2e56-46c8-b0c8-de37197b136d_image_jpeg.jpg"
Slater Menswear,Men's Clothes,No Rating,"Unit 3, Caxton Gate, Cannon St,  Birmingham",B2 5EP,0121 633 3855 ,slaters.co.uk,"https://c.yell.com/t_bigRect,f_auto/61e73c59-6581-4396-93a5-4cc9d644e1b5_image_jpeg.jpg"
Brand Me Now,Fashion Accessories,No Rating,"37-40 Hampton St,  Birmingham",B19 3LS,0121 236 0482 ,brandmenow.co.uk/,"https://c.yell.com/t_bigRect,f_auto/63f94349-18f8-4690-9320-8e0fdbd9e1d5_image_png.png"
Tesco Express,Grocers and Convenience Stores,5.0(1 Rating),"Shopping Centre Wheeler Street,  Birmingham",B19 2ER,0345 610 6718 ,tesco.com/store-locator/uk/,"https://c.yell.com/t_bigRect,f_auto/dae1d3c2-005d-456c-9321-cedaabde4d2b_image_jpeg.jpg"
Clintons,Greeting Card Shops,No Rating,"2-3 New Street,  BIRMINGHAM",B2 4RF,020 8502 3711 ,clintoncards.co.uk,"https://c.yell.com/t_bigSquare,f_auto/7338ed2e-d507-4539-8a3d-927bf853c7a3_image_jpeg.jpg"
Irregular Choice,Shoe Shops,No Rating,"L12 The Link Bullring,  Birmingham",B5 4BS,0121 616 1776 ,irregularchoice.com,"https://c.yell.com/t_bigSquare,f_auto/abb83748-8ae3-4c0f-abf8-b16371e5dae1_image_jpeg.jpg"
Clarks Birmingham New St,Shoe Shops,No Rating,"25 New St,  Birmingham",B2 4RQ,0121 643 0640 ,clarks.co.uk,"https://c.yell.com/t_bigSquare,f_auto/954fe80a-9c8a-41ba-bff0-dad1fc87c4e2_image_jpeg.jpg"
Oxford Blue Ltd,Outdoor Clothes Shops,No Rating,"60-62 Constitution Hill,  Birmingham",B19 3JT,0121 233 1372 ,oxford-blue.com,"https://c.yell.com/t_bigSquare,f_auto/2a2b10e4-5e4d-495c-b39c-503978d7b96b_image_jpeg.jpg"
Clinton Cards plc,Greeting Card Shops,No Rating,"74-75 High St,  Birmingham",B4 7TD,0121 633 3143 ,clintonsretail.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Gucci Selfridges,Women's Clothes,No Rating,"Upper Mall East The Bull Ring,  Birmingham",B5 4BP,0121 600 6915 ,on.gucci.com/20220,"https://c.yell.com/t_bigRect,f_auto/a1e04890-9bbf-4cdf-a1ab-2c4a54c4ca2c_image_png.png"
Bratz,Children's and Babies' Clothes Shops,No Rating,"The Pavilions, 38, High St,  Birmingham",B4 7SL,0121 643 1302 ,bratz.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
White Stuff Birmingham,Clothing Manufacturers and Wholesalers,No Rating,"41-42 Cannon St,  Birmingham",B2 5EE,0121 643 8607 ,whitestuff.com/shop/white-stuff-birmingham/,"https://c.yell.com/t_bigRect,f_auto/f5917ac1-c5d2-43dc-941c-d2642f10aa5d_image_jpeg.jpg"
Paper & Script,Greeting Card Shops,No Rating,"New Street,  BIRMINGHAM",B2 4ND,,,"https://c.yell.com/t_bigSquare,f_auto/95a1c23f-d26a-4e0f-ab42-a75891c97e13_image_jpeg.jpg"
Primark,Clothing Manufacturers and Wholesalers,No Rating,"38 High St,  Birmingham",B4 7SL,0121 643 6859 ,stores.primark.com/united-kingdom/birmingham/38-high-street,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Kids Foot Locker,Shoe Shops,No Rating,"Unit SU 322 Lower Mall Bullring,  Birmingham",B5 4DA,0121 632 6435 ,stores.footlocker.co.uk/en/birmingham-kids/unit-su-322-lower-level-bull-ring.html,"https://c.yell.com/t_bigRect,f_auto/d9e0d755-7847-43ea-9f7b-e27f3c5968ac_image_png.png"
Tesco Metro,Grocers and Convenience Stores,No Rating,"Caxton Gate New St,  Birmingham",B2 4LE,0345 677 9850 ,tesco.com/store-locator/uk/,"https://c.yell.com/t_bigRect,f_auto/d8065a98-9102-46e9-8f5f-db16bcd39fef_image_jpeg.jpg"
The Body Shop,Cosmetics and Toiletries,No Rating,"4 Burlington Arcade New St,  Birmingham",B2 4JQ,0121 643 4266 ,thebodyshop.com/en-gb/,"https://c.yell.com/t_bigSquare,f_auto/3673747f-b110-4c3b-a201-3ed61a5361cb_image_jpeg.jpg"
Joy,Fashion Accessories,No Rating,"New Street,  BIRMINGHAM",B2 4RX,0121 643 1239 ,joythestore.com,"https://c.yell.com/t_bigSquare,f_auto/54214cf5-5de4-4d4a-8537-3f662d1f81b6_image_jpeg.jpg"
Burberry,Fashion Accessories,No Rating,"East Bullring,  Birmingham",B5 4BP,0121 600 6804 ,uk.burberry.com/store-locator/united-kingdom/selfridges-bullring-womenswear-birmingham/561,"https://c.yell.com/t_bigRect,f_auto/1f642cce-5a6a-4aa0-88d2-13b2e548de9b_image_jpeg.jpg"
Kurt Geiger Handbag Pop-Up,Shoe Shops,No Rating,"Upper Mall West, Digbeth,  BIRMINGHAM",B5 4BP,0844 561 6161 ,kurtgeiger.com,"https://c.yell.com/t_bigSquare,f_auto/e186216d-2b92-4040-81ca-a54f8d7b752f_image_jpeg.jpg"
The White Company Within Selfridges,Bed Shops,No Rating,"Upper Mall East Bullring,  Birmingham",B5 4BP,0121 600 6733 ,thewhitecompany.com,"https://c.yell.com/t_bigSquare,f_auto/868cc2d6-7893-4ea6-9b6a-47123c5e74c8_image_jpeg.jpg"
Disorder Boutique,Men's Clothes,No Rating,"14 Needless Alley,  Birmingham",B2 5AE,0121 643 2131 ,disorderboutique.com,"https://c.yell.com/t_bigSquare,f_auto/fbf4d924-a858-4d9d-8856-a987d3e1ea3c_image_jpeg.jpg"
Foot Locker,Shoe Shops,No Rating,"Grand Central Unit 27, Stephenson Place,  Birmingham",B2 4XA,0121 632 6233 ,stores.footlocker.co.uk/en/birmingham/grand-central-unit-27-foot-locker.html,"https://c.yell.com/t_bigRect,f_auto/bde1b366-705a-471c-9650-08276c002935_image_png.png"
The Body Shop,Cosmetics and Toiletries,No Rating,"Unit Su518, The Bullring Shopping Centre,  Birmingham",B5 4BE,0121 634 3505 ,thebodyshop.com/en-gb/,"https://c.yell.com/t_bigSquare,f_auto/5293356b-3aba-4398-9094-1b4964288955_image_jpeg.jpg"
Next,Clothing Manufacturers and Wholesalers,3.0(2 Ratings),"Unit Msu3, Level 3 Upper Eastcentre, Bullring,  Birmingham",B5 4BA,0333 005 5226 ,next.co.uk/stores/,"https://c.yell.com/t_bigRect,f_auto/e71f65f6-2a1a-4ecb-86ff-4bfc9b253c74_image_jpeg.jpg"
Crockett & Jones,Shoe Shops,No Rating,"126B New Street,  BIRMINGHAM",B2 4JQ,,crockettandjones.com,"https://c.yell.com/t_bigSquare,f_auto/02d09f44-7fa9-4364-ba3f-f3617a7d10c2_image_jpeg.jpg"
Jo Malone,Cosmetics and Toiletries,No Rating,"Upper Mall East Bullring,  Birmingham",B5 4BP,0870 192 5274 ,jomalone.co.uk,"https://c.yell.com/t_bigSquare,f_auto/c0086c61-91aa-4823-a216-ccbaf224717c_image_jpeg.jpg"
Sonique Dresses,Women's Clothes,No Rating,"Unit 9/A, Grand Central, Stephenson Place,  Birmingham",B2 4BF,0121 631 3574 ,soniqueclothing.co.uk,"https://c.yell.com/t_bigRect,f_auto/846d1a6d-0114-4e30-844a-f6a467874ef8_image_jpeg.jpg"
Clarks Birmingham Bullring,Shoe Shops,No Rating,"Unit 703, Bullring Shopping Centre,  Birmingham",B5 4BG,0121 643 5986 ,clarks.co.uk,"https://c.yell.com/t_bigSquare,f_auto/565db6cb-4fd9-4e83-945b-0fea1b7b27f2_image_jpeg.jpg"
Russell & Bromley Ltd.,Shoe Shops,No Rating,"SU730 Upper Mall West, Bullring Shopping Centre,  Birmingham",B5 4BG,020 8290 2628 ,russellandbromley.co.uk/storelocator,"https://c.yell.com/t_bigSquare,f_auto/2b019650-068c-4f04-aa83-9fc0016ed251_image_jpeg.jpg"
Subway,Food and Drink - Delivered,4.0(1 Rating),"Norfolk House, Smallbrook Queensway,  Birmingham",B5 4LJ,0121 633 9445 ,subway.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Crep Select,Shoe Shops,No Rating,"Bullring Link, Digbeth,  BIRMINGHAM",B5 4BS,,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Paul,Bakeries,No Rating,"Stephenson Place,  BIRMINGHAM",B2 4BQ,0121 643 9085 ,paul-uk.com,"https://c.yell.com/t_bigSquare,f_auto/e04c2ed0-11d5-40a7-93bc-8ef16bfd53ec_image_jpeg.jpg"
G-Star RAW Store,Clothing Manufacturers and Wholesalers,No Rating,"Unit 704 Upper Mall West, Bullring West Midlands,  Birmingham",B5 4BF,0121 632 6356 ,g-star.com/stores/gb/g-star-raw-store-birmingham,"https://c.yell.com/t_bigRect,f_auto/d61adf20-e859-47ac-b858-1faf897c8711_image_jpeg.jpg"
The Perfume Shop,Cosmetics and Toiletries,No Rating,"Superdrug, Unit 329 Lower Level Bullring,  Birmingham",B5 4BA,0121 643 1248 ,theperfumeshop.com,"https://c.yell.com/t_bigSquare,f_auto/04608eb6-7be5-42f5-b385-a289ce8220d4_image_jpeg.jpg"
Topshop,Clothing Manufacturers and Wholesalers,No Rating,"Unit Msu2b New Bull Ring Centre,  Birmingham",B5 4BP,0121 643 0348 ,stores.topshop.com/birmingham/unit-msu2b,"https://c.yell.com/t_bigRect,f_auto/5aefd5c9-da42-42c8-af24-f2aaf1b207bb_image_jpeg.jpg"
Reiss Retail Ltd,Specialist Clothes Shops,No Rating,"Upper Mall West Bullring,  Birmingham",B5 4BG,0121 616 1191 ,reiss.co.uk,"https://c.yell.com/t_bigSquare,f_auto/a628e20b-307d-4949-9c88-e50211023912_image_jpeg.jpg"
