Name,Category,Rating,Address,Post Code,Phone Number,Website,Image
Cards Galore,Greeting Card Shops,No Rating,"95 St. Martin's Lane,  London",WC2N 4AS,020 7240 2250 ,cardsgalore.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
24 Hour Alcohol,Food and Drink - Delivered,No Rating,"20 Orange St,  London",WC2H 7EF,020 8144 2424 ,24houralcohol.co.uk,"https://c.yell.com/t_bigRect,f_auto/13543a10-b87e-4209-8ba1-0d4da6010323_image_jpeg.jpg"
Cards Galore,Greeting Card Shops,No Rating,"95 St Martin's Lane, Charing Cross,  LONDON",WC2N 4AS,,cardsgalore.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Cards Galore,Greeting Card Shops,No Rating,"50 Bedford Street, Covent Garden,  LONDON",WC2E 9HA,,cardsgalore.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Hardys Original Sweetshop,Confectionery,No Rating,"25 New Row,  London",WC2N 4LA,020 7240 2341 ,hardyssweets.co.uk/,"https://c.yell.com/t_bigRect,f_auto/d32b8317-9527-4d26-9431-a9ae4afa36d4_image_jpeg.jpg"
Claudie Pierlot,Specialist Clothes Shops,No Rating,"15 King St,  London",WC2E 8HN,020 7836 6811 ,claudiepierlot.com,"https://c.yell.com/t_bigSquare,f_auto/8fb2c0c0-6c18-4205-8308-4409027ae433_image_jpeg.jpg"
Oliver Sweeney Ltd,Shoe Shops,No Rating,"10 Henrietta St,  London",WC2E 8PS,020 7240 4549 ,oliversweeney.com,"https://c.yell.com/t_bigSquare,f_auto/52045195-bde1-4006-b6b2-2a7fcd960342_image_jpeg.jpg"
Tesco Metro,Grocers and Convenience Stores,4.0(1 Rating),"17-25 Regent St,  London",SW1Y 4LR,0345 677 9812 ,tesco.com/store-locator/uk/,"https://c.yell.com/t_bigRect,f_auto/7e4080c8-6756-4435-90e2-16769cd3c4fd_image_jpeg.jpg"
Shoe Zone,Shoe Shops,No Rating,"Units 29-30 The Mall,  London",E15 1XD,020 8534 4517 ,shoezone.com,"https://c.yell.com/t_bigSquare,f_auto/07b83782-4576-41bf-b469-251dca8c5ab4_image_jpeg.jpg"
Rokit,Specialist Clothes Shops,4.0(2 Ratings),"42 Shelton St, Covent Garden,  London",WC2H 9HZ,020 7836 6547 ,rokit.co.uk,"https://c.yell.com/t_bigSquare,f_auto/5da2d2d0-19f2-496a-a251-2b40921e9ddd_image_jpeg.jpg"
Legend Footwear,Shoe Shops,No Rating,"18 Garrick St,  London",WC2E 9BJ,020 7240 8086 ,legendfootwear.co.uk,"https://c.yell.com/t_bigSquare,f_auto/a0f33190-50c6-4ad3-9902-58b3cfd8ca9e_image_jpeg.jpg"
7 for All Mankind,Fashion Accessories,No Rating,"11b, King St,  London",WC2E 8HN,020 7240 1294 ,7forallmankind.com,"https://c.yell.com/t_bigSquare,f_auto/6c281ef2-5669-4213-bd83-0b5b2534302d_image_jpeg.jpg"
PAUL Strand,Bakeries,No Rating,"79 The Strand,  London",WC2R 0DE,020 7240 2855 ,paul-uk.com/find-a-paul/french-bakery-cafe-london/strand,"https://c.yell.com/t_bigSquare,f_auto/2ffb3ac3-958a-4097-beb5-0a7afd1d1538_image_jpeg.jpg"
Vilebrequin,Outdoor Clothes Shops,No Rating,"9 King St,  London",WC2E 8HN,020 7836 8673 ,vilebrequin.com,"https://c.yell.com/t_bigSquare,f_auto/5f2d5bfe-5b91-4074-b34c-328ea1f638c3_image_jpeg.jpg"
Velmark,Bridal Shops,No Rating,"7 Henrietta St,  London",WC2E 8PW,0844 351 0691 ,velmark.co.uk,"https://c.yell.com/t_bigRect,f_auto/861ad80c-d4f7-4e03-845f-cf19e50b0c5c_image_png.png"
K-Way,Outdoor Clothes Shops,No Rating,"4 Henrietta Street, Covent Garden,  LONDON",WC2E 8PT,020 7836 5994 ,k-way.co.uk/,"https://c.yell.com/t_bigSquare,f_auto/93461596-f9ae-466d-8978-6d76ef09cb81_image_jpeg.jpg"
Central of Piccadilly Ltd,Outdoor Clothes Shops,No Rating,"39 Charing Cross Rd,  London",WC2H 0AR,07904 369580 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Oriental Fashion Store Ltd,Specialist Clothes Shops,1.0(1 Rating),"19 Newport Court,  London",WC2H 7JS,020 7434 1158 ,,"https://c.yell.com/t_bigSquare,f_auto/4ff8155e-24ff-4fbe-86a2-a2b527bd70d6_image_jpeg.jpg"
Cashmirino,Children's and Babies' Clothes Shops,No Rating,"Piccadilly, Haymarket,  LONDON",W1J 0QJ,020 7495 0708 ,cashmirino.com,"https://c.yell.com/t_bigSquare,f_auto/74f15a2c-f1e8-4182-ae95-cfd37169e9ca_image_jpeg.jpg"
Manolo Blahnik,Shoe Shops,No Rating,"Piccadilly, Haymarket,  LONDON",W1J 0QJ,020 7493 1764 ,,"https://c.yell.com/t_bigSquare,f_auto/3cdd6bac-05fb-4b38-ae1c-3f0e129db9a5_image_jpeg.jpg"
The North Face Shop,Camping Equipment,No Rating,"30-32 Southampton St,  London",WC2E 7HE,020 7240 9577 ,ellis-brigham.com,"https://c.yell.com/t_bigSquare,f_auto/2d647357-ed8d-4ac5-9386-619e64d1cfb5_image_jpeg.jpg"
Vivo Barefoot,Shoe Shops,5.0(2 Ratings),"64 Neal Street, Covent Garden,  LONDON",WC2H 9PA,020 7379 5959 ,vivobarefoot.com,"https://c.yell.com/t_bigSquare,f_auto/484b14d5-8a3d-4efd-833a-eb2e5652626d_image_jpeg.jpg"
Galeria Melissa,Shoe Shops,No Rating,"43 King St,  London",WC2E 8JY,020 3096 1222 ,shopmelissa.uk,"https://c.yell.com/t_bigSquare,f_auto/0d9de61c-c69a-42c5-ba9c-ac11f0ba4990_image_jpeg.jpg"
Laird Hatters,Hat Shops and Milliners,No Rating,"103 Strand,  London",WC2R 0EW,020 3713 9692 ,lairdhatters.com,"https://c.yell.com/t_bigSquare,f_auto/607504b4-9dfe-4b08-9f22-a9e7cd44f8e3_image_jpeg.jpg"
Cards Galore,Greeting Card Shops,No Rating,"70 Charing Cross Road, Leicester Square,  LONDON",WC2H 0BB,020 7240 6559 ,cardsgalore.co.uk,"https://c.yell.com/t_bigSquare,f_auto/e18a5cf3-3011-4dba-8fd9-9108e9fcf068_image_jpeg.jpg"
Cards Galore,Greeting Card Shops,No Rating,"84 Strand, Charing Cross,  LONDON",WC2R 0DW,,cardsgalore.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Cotswold Outdoor Covent Garden,Camping Equipment,No Rating,"8 Southampton St,  London",WC2E 7HA,020 7379 3060 ,cotswoldoutdoor.com/,"https://c.yell.com/t_bigRect,f_auto/4f0f97f9-7497-4cc6-ae66-be5ece2c34f4_image_jpeg.jpg"
House of Faiza / Fashion Is Like Eating,Women's Clothes,4.6(18 Ratings),"18 Soho Square,  London",W1D 3QL,0330 113 7711 ,houseoffaiza.co.uk/,"https://c.yell.com/t_bigRect,f_auto/87ad9482-f459-4475-9344-644c3ed074d1_image_jpeg.jpg"
Jones Bootmaker,Shoe Shops,No Rating,"7 Langley Court,  London",WC2E 9JY,0845 6028713 ,jonesbootmaker.com,"https://c.yell.com/t_bigSquare,f_auto/8f446a58-977e-407c-afd2-b9b6fe143fe6_image_jpeg.jpg"
Agnes B,Specialist Clothes Shops,No Rating,"35-36 Floral St,  London",WC2E 9DJ,020 7379 1992 ,agnesb.co.uk,"https://c.yell.com/t_bigSquare,f_auto/5942acd5-27dd-4ef1-909c-e9f1605c7b21_image_jpeg.jpg"
Pretty Ballerinas,Shoe Shops,No Rating,"7 Slingsby Place, Covent Garden,  LONDON",WC2E 9AB,020 7240 2590 ,prettyballerinas.com/,"https://c.yell.com/t_bigSquare,f_auto/abe6bfa4-001f-48f0-a118-cc5bcaa1c2e2_image_jpeg.jpg"
The Nickelodeon Store,Children's and Babies' Clothes Shops,No Rating,"1 Leicester Square,  London",WC2H 7NA,020 3805 3460 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
GAP Kids,Children's and Babies' Clothes Shops,No Rating,"32 Long Acre,  London",WC2E 9PA,020 7836 0646 ,gap.co.uk,"https://c.yell.com/t_bigSquare,f_auto/b2440e69-27b4-4dfa-acc7-441bc8f45bb6_image_jpeg.jpg"
Camper,Shoe Shops,No Rating,"39 Floral St,  London",WC2E 9DG,020 7379 8678 ,camper.com,"https://c.yell.com/t_bigSquare,f_auto/871ea5f0-a92f-4136-b679-2a6fc87652de_image_jpeg.jpg"
Russell & Bromley Ltd.,Shoe Shops,No Rating,"117-119 Long Acre,  London",WC2E 9PA,020 7240 1654 ,russellandbromley.co.uk/covent-garden/0021,"https://c.yell.com/t_bigRect,f_auto/b8eada69-7f1e-4698-b0bf-c535edcb23bf_image_png.png"
Calvin Klein Underwear,Clothing Manufacturers and Wholesalers,No Rating,"120 Long Acre,  London",WC2E 9PA,020 7240 7582 ,calvinklein.co.uk,"https://c.yell.com/t_bigSquare,f_auto/5a1529b4-9ff4-4178-8a24-3e1f1b3af3b6_image_jpeg.jpg"
The Cashmere Choice,Specialist Clothes Shops,No Rating,"104 Strand,  London",WC2R 0AB,020 7836 3725 ,cashmerechoice.com,"https://c.yell.com/t_bigSquare,f_auto/f924c096-1d22-425f-ae7f-2109fdb12050_image_jpeg.jpg"
Cards Galore,Greeting Card Shops,No Rating,"109 Strand, Charing Cross,  LONDON",WC2R 0AA,020 7240 3176 ,cardsgalore.co.uk,"https://c.yell.com/t_bigSquare,f_auto/0fdcd1ba-5d29-4174-afd1-8edd65aad46b_image_jpeg.jpg"
N Peal,Knitwear,No Rating,"5B Covent Garden, Covent Garden,  LONDON",WC2E 8HD,,npeal.com,"https://c.yell.com/t_bigSquare,f_auto/1965b087-48fa-4e15-80dc-b274ec6ae3a2_image_jpeg.jpg"
N Peal,Specialist Clothes Shops,No Rating,"5b East Piazza,  London",WC2E 8HD,020 7836 5738 ,npeal.com,"https://c.yell.com/t_bigSquare,f_auto/482e0f78-cdc3-426e-b8ba-20c57eaea465_image_jpeg.jpg"
Levi's Store,Specialist Clothes Shops,No Rating,"119 Long Acre,  London",WC2E 9JD,020 7240 1443 ,levi.com,"https://c.yell.com/t_bigSquare,f_auto/f7f2e30d-c7af-493f-9c58-e51ffc12774b_image_jpeg.jpg"
A Child of the Jago,Specialist Clothes Shops,No Rating,"76-78 Charing Cross Rd,  London",WC2H 0BD,020 7240 8161 ,achildofthejago.com,"https://c.yell.com/t_bigSquare,f_auto/ebac02a5-9729-4b83-bdd8-9a8d018caa19_image_jpeg.jpg"
The Body Shop,Cosmetics and Toiletries,No Rating,"30 James St,  London",WC2E 8PA,020 7240 9682 ,thebodyshop.com,"https://c.yell.com/t_bigSquare,f_auto/9fd5bb4c-f243-4396-b5ca-408766a7278a_image_jpeg.jpg"
Michael Kors,Fashion Accessories,No Rating,"28 James St,  London",WC2E 8PA,020 7240 6263 ,,"https://c.yell.com/t_bigRect,f_auto/13fac676-58dd-4fe8-bb0d-7762ac21eeb3_image_png.png"
M & S Shoes Ltd,Shoe Shops,No Rating,"34 Coventry St,  London",W1D 6BT,020 7747 5028 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Eileen Fisher,Women's Clothes,No Rating,"4 Slingsby Place,  London",WC2E 9AB,020 7395 0550 ,eileenfisher.com,"https://c.yell.com/t_bigSquare,f_auto/c7ec81f9-a916-472c-9a32-e70a92b2c59c_image_jpeg.jpg"
Maison Michel,Hat Shops and Milliners,No Rating,"Piccadilly, Haymarket,  LONDON",W1J 0QJ,020 7629 8643 ,michel-paris.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Reiss Retail Ltd,Men's Clothes,No Rating,"116 Long Acre,  London",WC2E 9PA,020 7240 7495 ,reiss.co.uk,"https://c.yell.com/t_bigSquare,f_auto/90df5f20-6a4c-4e39-8f8c-919a421f93ba_image_jpeg.jpg"
Snow + Rock Covent Garden,Clothing Manufacturers and Wholesalers,No Rating,"4 Mercer St,  London",WC2H 9QA,020 3815 5740 ,snowandrock.com/stores/london-covent-garden.html,"https://c.yell.com/t_bigRect,f_auto/3378359b-afaf-4bcf-8e5d-406505166a13_image_jpeg.jpg"
Kurt Geiger,Shoe Shops,No Rating,"1 James Street, Covent Garden,  LONDON",WC2E 8BG,020 7836 8478 ,kurtgeiger.com,"https://c.yell.com/t_bigSquare,f_auto/cdb9c490-24d0-491b-a5ca-ebd9fd029af3_image_jpeg.jpg"
Rohan,Outdoor Clothes Shops,No Rating,"11 Mercer St,  London",WC2H 9QJ,020 7240 2551 ,rohan.co.uk,"https://c.yell.com/t_bigSquare,f_auto/6842230d-92d8-486e-8c22-798b8762f383_image_jpeg.jpg"
Ecco Shoes,Shoe Shops,No Rating,"36 Long Acre,  London",WC2E 9JT,020 7379 5145 ,eccoshoesuk.com/storefinder,"https://c.yell.com/t_bigSquare,f_auto/6b4ae343-ec54-4157-9e66-054a9b9ba1a0_image_jpeg.jpg"
S.Jay.B,Clothing Manufacturers and Wholesalers,5.0(1 Rating),"71-75 Shelton St,  London",WC2H 9JQ,07930 167163 ,s-jay-b.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
The Shop at Bluebird,Department Stores,No Rating,"29 Floral Street, Covent Garden,  LONDON",WC2E 9DP,020 7351 3873 ,theshopatbluebird.com/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
James Smith & Sons Ltd,Fashion Accessories,3.8(4 Ratings),"53 New Oxford St,  London",WC1A 1BL,020 7836 4731 ,james-smith.co.uk,"https://c.yell.com/t_bigSquare,f_auto/04f072bd-26fe-4e23-bf75-c20df9649244_image_jpeg.jpg"
Radley Covent Garden,Fashion Accessories,No Rating,"37 Floral St,  London",WC2E 9DJ,020 7379 9709 ,radley.co.uk/stores/920087-radley-covent-garden/,"https://c.yell.com/t_bigRect,f_auto/0fd2ad14-0bfb-4926-8907-0a907adbc607_image_jpeg.jpg"
Elliot Rhodes Ltd,Fashion Accessories,No Rating,"79 Long Acre,  London",WC2E 9NG,020 7379 8544 ,elliotrhodes.com,"https://c.yell.com/t_bigSquare,f_auto/de73b054-9df2-4bfa-9310-c559b150bc7b_image_jpeg.jpg"
The Wedding Cottage,Bridal Shops,5.0(2 Ratings),"Castlewood House, 77-91, New Oxford St,  London",WC1A 1DG,020 7175 0298 ,weddingcottage.co.uk,"https://c.yell.com/t_bigSquare,f_auto/8ba45219-8f9b-433c-b6f5-7e87a0d7d204_image_png.png"
Ted & Muffy Ltd,Shoe Shops,No Rating,"21 Slingsby Place,  London",WC2E 9AB,020 7197 2412 ,duoboots.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Casper,Bed Shops,No Rating,"14 Covent Garden, Covent Garden,  LONDON",WC2E 8HD,,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Orvis,Outdoor Clothes Shops,No Rating,"11b Regent St,  London",SW1Y 4LR,020 7930 8521 ,orvis.co.uk,"https://c.yell.com/t_bigSquare,f_auto/990636c3-aa4e-4763-8724-843f54dc9f63_image_jpeg.jpg"
Mountain Warehouse,Outdoor Clothes Shops,No Rating,"15 Regent St,  London",SW1Y 4LR,020 7839 3948 ,mountainwarehouse.com,"https://c.yell.com/t_bigSquare,f_auto/21a22a8e-3280-4d66-a288-60b6233c7912_image_jpeg.jpg"
Aldo Shoes UK,Shoe Shops,No Rating,"3-7, Neal St,  London",WC2H 9QL,020 7836 7692 ,aldoshoes.co.uk,"https://c.yell.com/t_bigSquare,f_auto/3ad007d4-92d1-4e85-af27-d63664577a3a_image_jpeg.jpg"
Jack Wills,Specialist Clothes Shops,No Rating,"12 Floral St,  London",WC2E 9DH,020 7240 4024 ,jackwills.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Omega Book Shop,Rare and Secondhand Books,No Rating,"31 Long Acre,  London",WC2E 9LA,020 7836 3336 ,,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Allbirds,Shoe Shops,No Rating,"121-123 Long Acre, Covent Garden,  LONDON",WC2E 9PA,,allbirds.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Kurt Geiger Covent Garden,Fashion Accessories,No Rating,"1 James St,  London",WC2E 8BG,020 7836 8478 ,kurtgeiger.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Tesco Express,Grocers and Convenience Stores,No Rating,"125 The Strand,  London",WC2R 0AP,0345 026 9336 ,tesco.com/store-locator/uk/,"https://c.yell.com/t_bigRect,f_auto/90157fb5-6724-4a11-a751-732e920bc10d_image_jpeg.jpg"
The Shop at Bluebird,Department Stores,No Rating,"22 Regent Street, Haymarket,  LONDON",SW1Y 4PH,020 6141 2090 ,theshopatbluebird.com/,"https://c.yell.com/t_bigSquare,f_auto/aeb048c2-4ac3-4555-827b-c5bb711d1518_image_jpeg.jpg"
Bertie,Shoe Shops,No Rating,"28 James Street, Covent Garden,  LONDON",WC2E 8PA,020 7240 5669 ,bertieshoes.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Boggi Milano,Men's Clothes,5.0(1 Rating),"49 Jermyn St,  London",SW1Y 6LX,020 7629 2495 ,boggi.com,"https://c.yell.com/t_bigSquare,f_auto/fd286f34-6378-4778-8c6e-01ce23651a0a_image_jpeg.jpg"
All Saints,Specialist Clothes Shops,No Rating,"57-59 Long Acre Covent Garden,  London",WC2E 9JL,020 7836 0801 ,allsaints.com,"https://c.yell.com/t_bigSquare,f_auto/df13bb7f-e04c-4024-a178-be617c179bb9_image_jpeg.jpg"
Dune Shoes,Shoe Shops,No Rating,"26 James St,  London",WC2E 8PA,020 7836 1560 ,dune.co.uk,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Skechers,Shoe Shops,No Rating,"26 James Street, Covent Garden,  LONDON",WC2E 8PA,020 7836 6114 ,skechers.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Super Superficial Ltd,Men's Clothes,No Rating,"22 Earlham St,  London",WC2H 9LN,020 7240 6116 ,supersuperficial.com,"https://c.yell.com/t_bigSquare,f_auto/7ef0569f-a64d-4227-8b7b-4697b7595193_image_jpeg.jpg"
Camper,Shoe Shops,No Rating,"34 Shelton St,  London",WC2H 9HP,020 7836 7973 ,camper.com,"https://c.yell.com/t_bigSquare,f_auto/6cc47ff3-63c1-447d-8056-d6d36a3272e1_image_jpeg.jpg"
Deckers (UK) Ltd,Shoe Shops,No Rating,"39 Long Acre,  London",WC2E 9LG,020 7836 7341 ,uggaustralia.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
schuh,Shoe Shops,No Rating,"30-32 Neal St,  London",WC2H 9PS,020 3740 5819 ,schuh.co.uk/stores/london-covent-garden/,"https://c.yell.com/t_bigRect,f_auto/c2dcb47f-bb51-4e22-bed9-165d0dcecdb8_image_png.png"
Diesel,Specialist Clothes Shops,No Rating,"43 Earlham St,  London",WC2H 9LX,020 7497 5543 ,diesel.com,"https://c.yell.com/t_bigSquare,f_auto/0dd4fdcf-4a4c-40ad-ab4b-7a5a114db001_image_jpeg.jpg"
Pineapple,Women's Clothes,No Rating,"16 Langley St, Covent Garden,  London",WC2H 9JA,020 7836 4006 ,pineapple.uk.com/,"https://c.yell.com/t_bigRect,f_auto/7a535cf6-c697-41e7-b16d-65de0aa63899_image_jpeg.jpg"
Jones Bootmaker,Shoe Shops,No Rating,"112 Jermyn Street,  London",SW1Y 6LS,020 8617 9785 ,jonesbootmaker.com,"https://c.yell.com/t_bigSquare,f_auto/6250a3fb-1987-4f7b-8b2a-73ab647ed3ff_image_jpeg.jpg"
Fly London,Shoe Shops,No Rating,"37 Earlham St,  London",WC2H 9LS,020 7240 4236 ,flylondon.com,"https://c.yell.com/t_bigSquare,f_auto/a8e61c09-d6c2-45ca-adb5-baebd8d7c5e3_image_jpeg.jpg"
Base Ladies Fashions,Women's Clothes,No Rating,"55 Monmouth St,  London",WC2H 9DG,020 7240 8914 ,base-fashions.co.uk,"https://c.yell.com/t_bigSquare,f_auto/2145e915-9d38-41c0-ad17-dc5e1ccf5f42_image_jpeg.jpg"
Mango,Women's Clothes,No Rating,"8-12 Neal St,  London",WC2H 9PU,020 7240 9312 ,shop.mango.com,"https://c.yell.com/t_bigSquare,f_auto/9f6e4ec0-3977-410f-b037-dea5d8753e00_image_jpeg.jpg"
Tie Rack,Fashion Accessories,No Rating,"21 James St,  London",WC2E 8NS,020 7240 4783 ,tie-rack.com,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
Poste Mistress,Shoe Shops,No Rating,"61-63 Monmouth St,  London",WC2H 9DG,020 7379 4040 ,office.co.uk/,https://yell.com/searchfe/yframe/yelldotcom/default/_yframe/min/images/yell-dummy.png
All Saints Retail Ltd,Men's Clothes,No Rating,"5 Earlham St,  London",WC2H 9LL,020 7379 3749 ,allsaints.com,"https://c.yell.com/t_bigSquare,f_auto/c1833644-8497-4eb3-b610-e5c4a1d308c2_image_jpeg.jpg"
Barbour,Specialist Clothes Shops,No Rating,"214 Piccadilly,  London",W1J 9HL,020 7434 3709 ,barbour.com,"https://c.yell.com/t_bigSquare,f_auto/6f104bf0-ae08-48eb-bbd4-da9ced27e049_image_jpeg.jpg"
